Id;FirmenNr;HaeuserNr;ETRS_UTM33N_X;ETRS_UTM33N_Y;Firma;Vorlage;FlurstuecksNr;BrandkatasterNr;Hausname;HausNr;Strasse;Strassenteil;Stadtteil;Gewerbename;Gewerbetyp;STR_NAME_2018;HNR_2018;PLZ_2018;FLURSTUECKSNR_2018;SBZ_NR_2018;SBZ_NAME_2018;OT_NR_2018;OT_NAME_2018;
1092;685;556;316711.105;5693404.302999999;A. Elgert;Elgert, A.;301;46;;1;Reginenstraße;;Gohlis;Sortimentsbuchhandlung;Buchhandel und Verlagswesen;Reginenstraße;0;04155;301/1;9;Nord;90;Gohlis-Süd;
1093;1048;557;316575.346599999;5690563.402000001;Günther & Müller;Günther & Müller, Inh.: Otto Günther, Bruno Günther u. Woldemar Günther;2273;1655;;16;Reichelstraße;;Alt-Leipzig;Buchdruckerei;Druckereien;Reichelstraße;12;04109;2273/5;0;Mitte;4;Zentrum-West;
1094;1050;558;317303.068;5691035.099;J. A. Sigall;Sigall, J. A., Inh.: Alfred Sigall;236;253;;14;Reichsstraße;;Alt-Leipzig;Buchdruckerei;Druckereien;Reichsstraße;0;04109;4878/2;0;Mitte;0;Zentrum;
1095;121;560;317301.083;5691048.328;Max Schmidt;Schmidt, Max;237;254;;16;Reichsstraße;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Reichsstraße;0;04109;4747;0;Mitte;0;Zentrum;
1096;121;560;317301.083;5691048.328;Max Schmidt;Schmidt, Max;237;254;;16;Reichsstraße;;Reudnitz;Preß-Vergolde-Anstalt;Graphische Anstalt;Reichsstraße;0;04109;4747;0;Mitte;0;Zentrum;
1097;121;560;317301.083;5691048.328;Max Schmidt;Schmidt, Max;237;254;;16;Reichsstraße;;Reudnitz;Präge-Anstalt;Graphische Anstalt;Reichsstraße;0;04109;4747;0;Mitte;0;Zentrum;
1098;686;560;317301.083;5691048.328;M. Oelsner;Oelsner, M., Inh. Curt Oelsner;237;254;;16;Reichsstraße;;Reudnitz;Sortimentsbuchhandlung;Buchhandel und Verlagswesen;Reichsstraße;0;04109;4747;0;Mitte;0;Zentrum;
1099;686;560;317301.083;5691048.328;M. Oelsner;Oelsner, M., Inh. Curt Oelsner;237;254;;16;Reichsstraße;;Reudnitz;Musikalienhandlung;Buchhandel und Verlagswesen;Reichsstraße;0;04109;4747;0;Mitte;0;Zentrum;
1100;686;560;317301.083;5691048.328;M. Oelsner;Oelsner, M., Inh. Curt Oelsner;237;254;;16;Reichsstraße;;Reudnitz;Antiquariatsbuchhandlung;Buchhandel und Verlagswesen;Reichsstraße;0;04109;4747;0;Mitte;0;Zentrum;
1101;120;561;317296.391;5691115.256;C. Ludwig Kühne;C. Ludwig Kühne;242;259;;24;Reichsstraße;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Reichsstraße;0;04109;4747;0;Mitte;0;Zentrum;
1102;1049;562;318650.695;5690734.722999999;F. Bauer;Bauer, F.;238;255/256;;18/20;Perthestraße;;Reudnitz;Buchdruckerei;Druckereien;Perthesstraße;0;04317;1024;3;Südost;30;Reudnitz-Thonberg;
1103;688;563;318658.081699999;5689879.3781;Johannes Schubert;Schubert, Johannes, Leipziger Verlagshaus;747;147C;;9;Reitzenhainer Straße;Jan.27;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Prager Straße;37;04317;747;3;Südost;30;Reudnitz-Thonberg;
1104;689;563;318658.081699999;5689879.3781;Leipziger Bücher-Versandhaus;Leipziger Bücher-Versandhaus G.m.b.H.;747;147C;;9;Reitzenhainer Straße;Jan.27;Reudnitz;Reisebuchhandlung;Buchhandel und Verlagswesen;Prager Straße;37;04317;747;3;Südost;30;Reudnitz-Thonberg;
1105;690;564;318819.31;5689649.937999999;"Verlag ""Für's prakt. Leben"", Gebr. Rast";"Verlag ""Für's prakt. Leben"", Gebr. Rast, Inh.: Rud. Rast (außerh.) u. Reinhard Rast";6;7;;37;Reitzenhainer Straße;29 - 49;Neureudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Prager Straße ;0;04317;312;3;Südost;30;Reudnitz-Thonberg;
1106;122;565;318335.518;5691305.391;J. J. Weber;J. J. Weber, Teilhaber: Horst Weber, Siegfried Weber u. Dr. Wolfgang Weber (Berlin);1774;1100/1101/1102/1103;;1/3/5/7;Reudnitzer Straße;;Alt-Leipzig;Reproduktionsanstalt;Graphische Anstalt;Reudnitzer Straße;1/7;04103;1774/2;0;Mitte;1;Zentrum-Ost;
1107;122;565;318335.518;5691305.391;J. J. Weber;J. J. Weber, Teilhaber: Horst Weber, Siegfried Weber u. Dr. Wolfgang Weber (Berlin);1774;1100/1101/1102/1103;;1/3/5/7;Reudnitzer Straße;;Alt-Leipzig;Chemigraphische Kunstanstalt;Graphische Anstalt;Reudnitzer Straße;1/7;04103;1774/2;0;Mitte;1;Zentrum-Ost;
1108;122;565;318335.518;5691305.391;J. J. Weber;J. J. Weber, Teilhaber: Horst Weber, Siegfried Weber u. Dr. Wolfgang Weber (Berlin);1774;1100/1101/1102/1103;;1/3/5/7;Reudnitzer Straße;;Alt-Leipzig;Galvanoplastik;Satzherstellung;Reudnitzer Straße;1/7;04103;1774/2;0;Mitte;1;Zentrum-Ost;
1109;122;565;318335.518;5691305.391;J. J. Weber;J. J. Weber, Teilhaber: Horst Weber, Siegfried Weber u. Dr. Wolfgang Weber (Berlin);1774;1100/1101/1102/1103;;1/3/5/7;Reudnitzer Straße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Reudnitzer Straße;1/7;04103;1774/2;0;Mitte;1;Zentrum-Ost;
1110;122;565;318335.518;5691305.391;J. J. Weber;J. J. Weber, Teilhaber: Horst Weber, Siegfried Weber u. Dr. Wolfgang Weber (Berlin);1774;1100/1101/1102/1103;;1/3/5/7;Reudnitzer Straße;;Alt-Leipzig;Buchdruckerei;Druckereien;Reudnitzer Straße;1/7;04103;1774/2;0;Mitte;1;Zentrum-Ost;
1111;122;565;318335.518;5691305.391;J. J. Weber;J. J. Weber, Teilhaber: Horst Weber, Siegfried Weber u. Dr. Wolfgang Weber (Berlin);1774;1100/1101/1102/1103;;1/3/5/7;Reudnitzer Straße;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Reudnitzer Straße;1/7;04103;1774/2;0;Mitte;1;Zentrum-Ost;
1112;691;566;318379.8278;5691323.82039999;Otto Zöphel;Otto Zöphel;1773;1099;;9;Reudnitzer Straße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Reudnitzer Straße;11;04103;4504;0;Mitte;1;Zentrum-Ost;
1113;123;567;318404.601;5691338.036;Osc. Ramm, Inh. Curt Ramm;Osc. Ramm, Inh. Curt Ramm;1770;1096;;15;Reudnitzer Straße;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Reudnitzer Straße;0;04103;4465/2;0;Mitte;1;Zentrum-Ost;
1114;1051;567;318404.601;5691338.036;F. A. Körner;F. A. Körner, Inh.in: Ww Bertha Körner;1770;1096;;15;Reudnitzer Straße;;Alt-Leipzig;Verlag;Buchhandel und Verlagswesen;Reudnitzer Straße;0;04103;4465/2;0;Mitte;1;Zentrum-Ost;
1115;1051;567;318404.601;5691338.036;F. A. Körner;F. A. Körner, Inh.in: Ww Bertha Körner;1770;1096;;15;Reudnitzer Straße;;Alt-Leipzig;Buch- u. Steindruckerei;Druckereien;Reudnitzer Straße;0;04103;4465/2;0;Mitte;1;Zentrum-Ost;
1116;1272;567;318404.601;5691338.036;Carl Opitz;Opitz, Carl;1770;1096;;15;Reudnitzer Straße;;Alt-Leipzig;Kartographische Anstalt;Graphische Anstalt;Reudnitzer Straße;0;04103;4465/2;0;Mitte;1;Zentrum-Ost;
1117;1793;567;318404.601;5691338.036;"Expedition der Zeitschrift ""Die Feuerspritze"", F. A. Körner";"Expedition der Zeitschrift ""Die Feuerspritze"", F. A. Körner, Inh.in: Ww. Bertha Körner";1770;1096;;15;Reudnitzer Straße;;Alt-Leipzig;Zeitschriftenverlag;Buchhandel und Verlagswesen;Reudnitzer Straße;0;04103;4465/2;0;Mitte;1;Zentrum-Ost;
1118;692;568;318460.163;5691365.156;Benno Konegen Verlag;Benno Konegen Verlag;1767;1093;;21;Reudnitzer Straße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Reudnitzer Straße;0;04103;4465/3;0;Mitte;1;Zentrum-Ost;
1119;693;569;319203.1539;5689671.7467;Wilhelm Ehrenberg;Ehrenberg, Wilhelm;???;110C;;17;Riebeckstraße;1 - 47 und 2 - 56;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Riebeckstraße;17;04317;349h;3;Südost;30;Reudnitz-Thonberg;
1120;1053;570;317473.50399999996;5691025.196;Max Zeidler;Zeidler, Max;144;155-157;;9-13;Ritterstraße;;Alt-Leipzig;Buchdruckerei;Druckereien;Ritterstraße;9-13;04109;142;0;Mitte;0;Zentrum;
1121;694;572;317457.61789999896;5690880.63759999;Verlags-Magazin (R. F. Bierey);Verlags-Magazin (R. F. Bierey), Inh.: Fritz Bierey;107;119;;4;Ritterstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Ritterstraße;4;04109;738;0;Mitte;0;Zentrum;
1122;695;572;317457.61789999896;5690880.63759999;Fritz Bierey, Verlag;Fritz Bierey, Verlag;107;119;;4;Ritterstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Ritterstraße;4;04109;738;0;Mitte;0;Zentrum;
1123;696;572;317457.61789999896;5690880.63759999;G. Pönicke's Schulbuchhandlung;G. Pönicke's Schulbuchhandlung, Inh. Fritz Bierey;107;119;;4;Ritterstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Ritterstraße;4;04109;738;0;Mitte;0;Zentrum;
1124;698;572;317457.61789999896;5690880.63759999;Otto Asperger;Otto Asperger, Inh.: Fritz Bierey;107;119;;4;Ritterstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Ritterstraße;4;04109;738;0;Mitte;0;Zentrum;
1125;1052;573;317483.91079999896;5690975.1113;"Haufe & Morgenstern, Buchdruckerei ""Merkur""";"Haufe & Morgenstern, Buchdruckerei ""Merkur"", Inh.: Aug. Haufe u. Bruno Morgenstern";109;124;;14;Ritterstraße;;Alt-Leipzig;Buchdruckerei;Druckereien;Ritterstraße;14;04109;109;0;Mitte;0;Zentrum;
1126;699;574;319410.3134;5689915.491;Oswald Seiler;Oswald Seiler, Verl. u. Versandbuchhdlg;755;294B;;1;Robert-Volkmann-Straße;;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Robert-Volkmann-Straße;1;04317;755;3;Südost;30;Reudnitz-Thonberg;
1127;700;574;319410.3134;5689915.491;Seiler & Co.;Seiler & Co., Verlag der Kontorfreund;755;294B;;1;Robert-Volkmann-Straße;;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Robert-Volkmann-Straße;1;04317;755;3;Südost;30;Reudnitz-Thonberg;
1128;701;575;317620.771;5690541.637999999;Ernst Wunderlich;Ernst Wunderlich, Inh.: Hans Wunderlich (Probstdeuben);1415;723;;14;Roßplatz;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Roßplatz;0;04103;4743;0;Mitte;2;Zentrum-Südost;
1129;703;576;317586.5974;5690424.06269999;C. F. Winter'sche Verlagsbuchhandlung;C. F. Winter'sche Verlagsbuchhandlung, Inh.: Georg Graubner;1381c/d;675B;;6;Roßstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Auguste-Schmidt-Straße;6;04103;4739;0;Mitte;2;Zentrum-Südost;
1130;1668;576;317586.5974;5690424.06269999;Franz Dahlinger;Franz Dahlinger;1381c/d;675B;;6;Roßstraße;;Alt-Leipzig;Papier-Engrosgeschäft;Papierhandlung/Papierherstellung;Auguste-Schmidt-Straße;6;04103;4739;0;Mitte;2;Zentrum-Südost;
1131;707;577;317634.658;5690434.792;C. G. Naumann Verlag;C. G. Naumann Verlag, Inh.: Alfred Kröner;1382;676/677;;7;Roßstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Auguste-Schmidt-Straße;0;04103;4728/4;0;Mitte;2;Zentrum-Südost;
1132;708;577;317634.658;5690434.792;Alfred Kröner Verlag;Alfred Kröner Verlag;1382;676/677;;7;Roßstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Auguste-Schmidt-Straße;0;04103;4728/4;0;Mitte;2;Zentrum-Südost;
1133;1811;577;317634.658;5690434.792;Robert Halecker;Robert Halecker, Inh.: Friedr. Forschner;1382;676/677;;7;Roßstraße;;Alt-Leipzig;Papier- u. Schreibwaren Engros u. Export;Papierhandlung/Papierherstellung;Auguste-Schmidt-Straße;0;04103;4728/4;0;Mitte;2;Zentrum-Südost;
1134;705;578;317648.2936;5690405.27229999;Verlag des Deutschen Nationalbundes Georg Schubert;Verlag des Deutschen Nationalbundes Georg Schubert;1381e;675D;;10;Roßstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Auguste-Schmidt-Straße;10;04103;1381e;0;Mitte;2;Zentrum-Südost;
1135;709;579;317666.21219999896;5690418.05529999;Marie Kapphahn;Kapphahn, Marie;1381q;675K4;;11;Roßstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Auguste-Schmidt-Straße;11;04103;1387;0;Mitte;2;Zentrum-Südost;
1136;712;579;317666.21219999896;5690418.05529999;Hans Friedrich;Hans Friedrich;1381q;675K4;;11;Roßstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Auguste-Schmidt-Straße;11;04103;1387;0;Mitte;2;Zentrum-Südost;
1137;702;580;317617.464;5690437.789;Eduard Avenarius;Eduard Avenarius, Inh.: Emma Goldbeck-Löwe (Itzehoe);1382;676/677;;5.7;Roßstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Auguste-Schmidt-Straße;0;04103;4728/4;0;Mitte;2;Zentrum-Südost;
1138;704;580;317617.464;5690437.789;Voss' Sortiment (G. W. Sorgenfrey);Voss' Sortiment (G. W. Sorgenfrey), Inh.: Georg Walter Sorgenfrey;1382;676/677;;5.7;Roßstraße;;Alt-Leipzig;Sortimentsbuchhandlung;Buchhandel und Verlagswesen;Auguste-Schmidt-Straße;0;04103;4728/4;0;Mitte;2;Zentrum-Südost;
1139;710;580;317617.464;5690437.789;H. Haessel Verlag;H. Haessel Verlag, Inh.: Walter Sorgenfrey;1382;676/677;;5.7;Roßstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Auguste-Schmidt-Straße;0;04103;4728/4;0;Mitte;2;Zentrum-Südost;
1140;711;580;317617.464;5690437.789;H. Haessel Comm. Gesch.;H. Haessel Comm. Gesch., Inh.: Gg. Walt. Sorgenfrey, Gust. Berndt u. Curt Stoltze;1382;676/677;;5.7;Roßstraße;;Alt-Leipzig;Kommissionsbuchhandlung;Buchhandel und Verlagswesen;Auguste-Schmidt-Straße;0;04103;4728/4;0;Mitte;2;Zentrum-Südost;
1141;713;580;317617.464;5690437.789;Expedition des Meßcatalogs;Expedition des Meßcatalogs, Inh.in: Ww. Emma Dr. Goldbeck-Löwe (Itzehoe);1382;676/677;;5.7;Roßstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Auguste-Schmidt-Straße;0;04103;4728/4;0;Mitte;2;Zentrum-Südost;
1142;715;580;317617.464;5690437.789;Gebrüder Borntraeger;Gebrüder Borntraeger, Verl. Buchhdlg, Inh.: Dr. Rob. Thost (Berlin);1382;676/677;;5.7;Roßstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Auguste-Schmidt-Straße;0;04103;4728/4;0;Mitte;2;Zentrum-Südost;
1143;714;581;317696.71239999897;5690389.73359999;Buchhandlung des Vereinshauses, Paul Eger;Buchhandlung des Vereinshauses, Paul Eger;1381i;675G;;16;Roßstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Auguste-Schmidt-Straße;16;04103;1381i;0;Mitte;2;Zentrum-Südost;
1144;706;582;317707.090699999;5690385.7343;Simmel & Co.;Simmel & Co., Inh.: Eduard Schaumberg;1381p;675G2;;18;Roßstraße;;Alt-Leipzig;Antiquariatsbuchhandlung;Buchhandel und Verlagswesen;Auguste-Schmidt-Straße;18;04103;1381p;0;Mitte;2;Zentrum-Südost;
1145;1551;582;317707.090699999;5690385.7343;Georg Pruggmayer;Pruggmayer, Georg;1381p;675G2;;18;Roßstraße;;Alt-Leipzig;Kunsthandlung;Buchhandel und Verlagswesen;Auguste-Schmidt-Straße;18;04103;1381p;0;Mitte;2;Zentrum-Südost;
1146;717;583;316731.108;5690535.817000001;X. Pflugmacher;X. Pflugmacher, Inh.: Xaver Pflugmacher;2206;1684;;3;Rudolphstraße;;Alt-Leipzig;Sortimentsbuchhandlung;Buchhandel und Verlagswesen;Rudolphstraße;0;04109;2206;0;Mitte;4;Zentrum-West;
1147;716;584;316761.27;5690553.28;Max Spohr;Max Spohr, Inh.: Ferd. Spohr;2208/2208a/2212b;1545;;4;Rudolphstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Rudolphstraße;0;04109;4900;0;Mitte;4;Zentrum-West;
1148;1054;584;316761.27;5690553.28;B. A. Dathe;B. A. Dathe, Inh.: Adolph Dathe;2208/2208a/2212b;1545;;4;Rudolphstraße;;Alt-Leipzig;Buch- u. Steindruckerei;Druckereien;Rudolphstraße;0;04109;4900;0;Mitte;4;Zentrum-West;
1149;124;585;316719.202;5690564.789;F. H. Eilenberger;F. H. Eilenberger;2207b;1546A2;;8;Rudolphstraße;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Rudolphstraße;0;04109;4900 und 4899;0;Mitte;4;Zentrum-West;
1150;720;586;318107.738;5690796.565;Otto Weber;Otto Weber, Inh.in: Johannette Weber;1663a;938;;6;Salomonstraße;;Alt-Leipzig;Kommissionsbuchhandlung;Buchhandel und Verlagswesen;Salomonstraße;0;04103;1663a;0;Mitte;1;Zentrum-Ost;
1151;728;586;318107.738;5690796.565;Gustav Schacht Verlag G.m.b.H.;Gustav Schacht Verlag G.m.b.H.;1663a;938;;6;Salomonstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Salomonstraße;0;04103;1663a;0;Mitte;1;Zentrum-Ost;
1152;739;586;318107.738;5690796.565;Robert Hahn;Robert Hahn, Inh. Aug. Schneider;1663a;938;;6;Salomonstraße;;Alt-Leipzig;Sortimentsbuchhandlung;Buchhandel und Verlagswesen;Salomonstraße;0;04103;1663a;0;Mitte;1;Zentrum-Ost;
1153;746;586;318107.738;5690796.565;Heinrich Blömer's Buchhandlung;Heinrich Blömer's Buchhandlung, Inh.in: Frau J. Ph. Weber;1663a;938;;6;Salomonstraße;;Alt-Leipzig;Groß-Antiquariat;Buchhandel und Verlagswesen;Salomonstraße;0;04103;1663a;0;Mitte;1;Zentrum-Ost;
1154;727;587;318103.423399999;5690814.2299;Moritz Schäfer;"Moritz Schäfer, Verl. Buchhdlg u. Verl. d. Zeitschrift ""Die Mühle""";1662;939;;8;Salomonstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Salomonstraße;8;04103;1662;0;Mitte;1;Zentrum-Ost;
1155;1057;587;318103.423399999;5690814.2299;Radelli & Hille;Radelli & Hille, Inh.: Paul Radelli;1662;939;;8;Salomonstraße;;Alt-Leipzig;Buchdruckerei;Druckereien;Salomonstraße;8;04103;1662;0;Mitte;1;Zentrum-Ost;
1156;1658;587;318103.423399999;5690814.2299;Curt Kunath;Curt Kunath, Papier- u. Karton-Vertretungen;1662;939;;8;Salomonstraße;;Alt-Leipzig;Papierfabrik;Papierhandlung/Papierherstellung;Salomonstraße;8;04103;1662;0;Mitte;1;Zentrum-Ost;
1157;1697;587;318103.423399999;5690814.2299;F. J. Schirmer & Co.;F. J. Schirmer & Co., Inh. Curt Kunath;1662;939;;8;Salomonstraße;;Alt-Leipzig;Papier-, Pappen- u. Makulatur-Grossohandlung;Papierhandlung/Papierherstellung;Salomonstraße;8;04103;1662;0;Mitte;1;Zentrum-Ost;
1158;125;588;318110.212;5690836.5479999995;E. A. Enders;E. A. Enders, Großbuchbinderei;1661;940;;10;Salomonstraße;;Alt-Leipzig;Großbuchbinderei;Buchbinderhandwerk;Salomonstraße;0;04103;1661/3 und 1661/4;0;Mitte;1;Zentrum-Ost;
1159;127;588;318110.212;5690836.5479999995;Rudolf Morgeneyer;Morgeneyer, Rudolf;1661;940;;10;Salomonstraße;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Salomonstraße;0;04103;1661/3 und 1661/4;0;Mitte;1;Zentrum-Ost;
1160;729;588;318110.212;5690836.5479999995;E. H. Friedrich Reisner;E. H. Friedrich Reisner, Inh.: Ernst Reisner;1661;940;;10;Salomonstraße;;Alt-Leipzig;Reisebuchhandlung;Buchhandel und Verlagswesen;Salomonstraße;0;04103;1661/3 und 1661/4;0;Mitte;1;Zentrum-Ost;
1161;749;588;318110.212;5690836.5479999995;J. J. Arnd;J. J. Arnd, Inh.: Ernst Reisner;1661;940;;10;Salomonstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Salomonstraße;0;04103;1661/3 und 1661/4;0;Mitte;1;Zentrum-Ost;
1162;1663;588;318110.212;5690836.5479999995;Rudolf Arnold;Rudolf Arnold, Papier Engr. u. Vertr., Inh. Gust. Rud., Arnold;1661;940;;10;Salomonstraße;;Alt-Leipzig;Karton-, Clacé-, Lithographie-, Kunstdruck-, Notenpapier;Papierhandlung/Papierherstellung;Salomonstraße;0;04103;1661/3 und 1661/4;0;Mitte;1;Zentrum-Ost;
1163;1663;588;318110.212;5690836.5479999995;Rudolf Arnold;Rudolf Arnold, Papier Engr. u. Vertr., Inh. Gust. Rud., Arnold;1661;940;;10;Salomonstraße;;Alt-Leipzig;Papier-Engrosgeschäft;Papierhandlung/Papierherstellung;Salomonstraße;0;04103;1661/3 und 1661/4;0;Mitte;1;Zentrum-Ost;
1164;726;589;318046.315;5690846.47;Friedrich Schneider;Friedrich Schneider, Inh.: Friedr. Schneider (Groß-Städteln);1629c;974;;13;Salomonstraße;;Alt-Leipzig;Groß-Buchhandlung;Buchhandel und Verlagswesen;Salomonstraße;0;04103;1629c;0;Mitte;1;Zentrum-Ost;
1165;737;590;318080.4603;5690872.7904;Ferdinand Hirt & Sohn;Ferdinand Hirt & Sohn, Inh.: Arnold Hirt, Max Gehlen u. Georg Reger;1630c;973;;15;Salomonstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Salomonstraße;15;04103;1630/1;0;Mitte;1;Zentrum-Ost;
1166;718;591;318121,1;5690905,991;Hellmuth Wollermann, Verlagsbuchhandlung;Hellmuth Wollermann, Verlagsbuchhandlung, Inh.: H. Wollermann (Braunschweig);1659;943;;16;Salomonstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Salomonstraße;0;04103;1659/1;0;Mitte;1;Zentrum-Ost;
1167;719;591;318121,1;5690905,991;Hubert Welter;Hubert Welter, Inh.: Hubert Welter (Paris);1659;943;;16;Salomonstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Salomonstraße;0;04103;1659/1;0;Mitte;1;Zentrum-Ost;
1168;721;591;318121,1;5690905,991;Ed. Wartig;Ed. Wartig, Inh.: Otto Nauhardt;1659;943;;16;Salomonstraße;;Alt-Leipzig;Kommissionsbuchhandlung;Buchhandel und Verlagswesen;Salomonstraße;0;04103;1659/1;0;Mitte;1;Zentrum-Ost;
1169;725;591;318121,1;5690905,991;International News Company (Peppmüller & Co.);International News Company (Peppmüller & Co.), Manager Heinr. Werner;1659;943;;16;Salomonstraße;;Alt-Leipzig;Kommissionsbuchhandlung;Buchhandel und Verlagswesen;Salomonstraße;0;04103;1659/1;0;Mitte;1;Zentrum-Ost;
1170;730;591;318121,1;5690905,991;Phönix-Verlag Carl Siwinna;Phönix-Verlag Carl Siwinna, Inh.: Fritz u. Carl Siwinna (Kattowitz);1659;943;;16;Salomonstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Salomonstraße;0;04103;1659/1;0;Mitte;1;Zentrum-Ost;
1171;731;591;318121,1;5690905,991;Immanuel Müller;Immanuel Müller, Inh.: Otto Nauhardt;1659;943;;16;Salomonstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Salomonstraße;0;04103;1659/1;0;Mitte;1;Zentrum-Ost;
1172;733;591;318121,1;5690905,991;"Musikverlag ""Hölle"" L. & S. Natzler";"Musikverlag ""Hölle"" L. & S. Natzler, Inh.: Leopold u. Sigmund Natzler (außerh.)";1659;943;;16;Salomonstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Salomonstraße;0;04103;1659/1;0;Mitte;1;Zentrum-Ost;
1173;734;591;318121,1;5690905,991;Literarisches Institut;Literarisches Institut, Inh.in: Ww M. Niedergesäß;1659;943;;16;Salomonstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Salomonstraße;0;04103;1659/1;0;Mitte;1;Zentrum-Ost;
1174;735;591;318121,1;5690905,991;N. Kymmel's Verlag;N. Kymmel's Verlag, Inh.: Nikolai Kymmel (Riga);1659;943;;16;Salomonstraße;;Alt-Leipzig;Verlag;Buchhandel und Verlagswesen;Salomonstraße;0;04103;1659/1;0;Mitte;1;Zentrum-Ost;
1175;736;591;318121,1;5690905,991;Alexander Köhler;Alexander Köhler, Inh.: Adolf Köhler (Dresden);1659;943;;16;Salomonstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Salomonstraße;0;04103;1659/1;0;Mitte;1;Zentrum-Ost;
1176;741;591;318121,1;5690905,991;Friedrich Fleischer;Friedrich Fleischer, Verl. Buchhdlg, Inh.: Otto Nauhardt;1659;943;;16;Salomonstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Salomonstraße;0;04103;1659/1;0;Mitte;1;Zentrum-Ost;
1177;742;591;318121,1;5690905,991;Carl Friedrich Fleischer;Carl Friedrich Fleischer, Inh.: Otto Nauhardt;1659;943;;16;Salomonstraße;;Alt-Leipzig;Kommissionsbuchhandlung;Buchhandel und Verlagswesen;Salomonstraße;0;04103;1659/1;0;Mitte;1;Zentrum-Ost;
1178;743;591;318121,1;5690905,991;B. Elischer Nachfolger;B. Elischer Nachfolger, Inh.: Curt Lehmann;1659;943;;16;Salomonstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Salomonstraße;0;04103;1659/1;0;Mitte;1;Zentrum-Ost;
1179;748;591;318121,1;5690905,991;Asgard-Verlag, Dr. Paul Krische;Asgard-Verlag, Dr. Paul Krische, Inh.: Dr. P. Krische (Gr.Lichterfelde);1659;943;;16;Salomonstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Salomonstraße;0;04103;1659/1;0;Mitte;1;Zentrum-Ost;
