Id;FirmenNr;HaeuserNr;ETRS_UTM33N_X;ETRS_UTM33N_Y;Firma;Vorlage;FlurstuecksNr;BrandkatasterNr;Hausname;HausNr;Strasse;Strassenteil;Stadtteil;Gewerbename;Gewerbetyp;STR_NAME_2018;HNR_2018;PLZ_2018;FLURSTUECKSNR_2018;SBZ_NR_2018;SBZ_NAME_2018;OT_NR_2018;OT_NAME_2018;Unnamed: 23
952;613;508.0;318637.368499999;5690682.97599999;Weller & Winkler;Weller & Winkler;776;301C;;12;Perthestraße;;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Perthesstraße;12;4317.0;776;3.0;Südost;30.0;Reudnitz-Thonberg;
953;616;509.0;318643.188199999;5690714.1501;Pontow & Co., Verlagsgesellschaft m.b.H.;Pontow & Co., Verlagsgesellschaft m.b.H.;778;302B;;16;Perthestraße;;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Perthesstraße;16;4317.0;778;3.0;Südost;30.0;Reudnitz-Thonberg;
954;620;510.0;318631.6413;5690651.88529999;Oscar Röder Antiquariat;Oscar Röder Antiquariat;774;301;;8;Perthestraße;;Reudnitz;Antiquariatsbuchhandlung;Buchhandel und Verlagswesen;Perthesstraße;8;4317.0;774;3.0;Südost;30.0;Reudnitz-Thonberg;
955;622;511.0;317145.3457;5690806.53119999;Jahn & Schreyer;Jahn & Schreyer, Inh.: Frau Marg. Jahn u. Otto Schreyer;726;769;;11;Petersstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Petersstraße;13;4109.0;1/4;0.0;Mitte;0.0;Zentrum;
956;1190;511.0;317145.3457;5690806.53119999;Max Brauer;Brauer, Max;726;769;;11;Petersstraße;;Alt-Leipzig;Gravieranstalt;Zuliefer- und Hilfsgewerbe;Petersstraße;13;4109.0;1/4;0.0;Mitte;0.0;Zentrum;
957;1910;511.0;317145.3457;5690806.53119999;Otto Schreyer;Otto Schreyer;726;769;;11;Petersstraße;;Alt-Leipzig;Journal-Leihanstalt;Leihbibliotheken / Lesehallen;Petersstraße;13;4109.0;1/4;0.0;Mitte;0.0;Zentrum;
958;1910;511.0;317145.3457;5690806.53119999;Otto Schreyer;Otto Schreyer;726;769;;11;Petersstraße;;Alt-Leipzig;Buchhandlung und Journal-Leihanstalt;Buchhandel und Verlagswesen;Petersstraße;13;4109.0;1/4;0.0;Mitte;0.0;Zentrum;
959;110;512.0;317146.9466;5690776.2222;Rudolf Katzsch;Katzsch, Rudolf;724;767/16;;15;Petersstraße;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Petersstraße;15;4109.0;724/5;0.0;Mitte;0.0;Zentrum;
960;1247;512.0;317146.9466;5690776.2222;H. Sommer;H. Sommer, Gravieranstalt, Inh. Hermann Sommer u. Carl Gebhardt;724;767/16;;15;Petersstraße;;Alt-Leipzig;Gravieranstalt;Zuliefer- und Hilfsgewerbe;Petersstraße;15;4109.0;724/5;0.0;Mitte;0.0;Zentrum;
961;111;513.0;317142.5546;5690743.5687;Gustav Meyer;Meyer, Gustav;723;766;;17;Petersstraße;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Petersstraße;17;4109.0;717, 718, 719, 720/3, 720/5, 721/2, 721/3, 722/2, 722/3, 723/8;0.0;Mitte;0.0;Zentrum;
962;107;514.0;317127.799899999;5690711.40039999;S. Appel;Appel, S.;687;729;;28;Petersstraße;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Petersstraße;28;4109.0;687;0.0;Mitte;0.0;Zentrum;
963;109;515.0;317130.069099999;5690686.3102;Arthur Hesse;Hesse, Arthur;690;732;Drei Könige;34;Petersstraße;;Alt-Leipzig;Buchbinderei, Spez B. f. Landkartenaufzug;Buchbinderhandwerk;Petersstraße;34;4109.0;690;0.0;Mitte;0.0;Zentrum;
964;1617;515.0;317130.069099999;5690686.3102;Lauterbach & Kuhn;Lauterbach & Kuhn, Inh.: Dr. Max Kuhn;690;732;Drei Könige;34;Petersstraße;;Alt-Leipzig;Musikverlag;Buchhandel und Verlagswesen;Petersstraße;34;4109.0;690;0.0;Mitte;0.0;Zentrum;
965;108;516.0;317137.8092;5690646.5654;Alex. Dennhardt;Dennhardt, Alex.;692/693/578/579;734/735;;38;Petersstraße;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Petersstraße;44;4109.0;578/4;0.0;Mitte;0.0;Zentrum;
966;112;516.0;317137.8092;5690646.5654;A. Pinkert;Pinkert, A.;692/693/578/579;734/735;;38;Petersstraße;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Petersstraße;44;4109.0;578/4;0.0;Mitte;0.0;Zentrum;
967;621;517.0;317143.345;5690619.101;Ignaz Tengers Verlag;Ignaz Tengers Verlag, Inh.: Ignaz Tengler (Wien);696;738;;44;Petersstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Petersstraße;0;4109.0;696;0.0;Mitte;0.0;Zentrum;
968;1031;518.0;317036.873599999;5690074.2814;Paul Götze;Paul Götze, Inh.: Ferd. u. Moritz Dürll;885;120;;10;Peterssteinweg;;Alt-Leipzig;Leihbibliothek;Leihbibliotheken / Lesehallen;Peterssteinweg;10;4107.0;885;0.0;Mitte;3.0;Zentrum-Süd;
969;1031;518.0;317036.873599999;5690074.2814;Paul Götze;Paul Götze, Inh.: Ferd. u. Moritz Dürll;885;120;;10;Peterssteinweg;;Alt-Leipzig;Buchdruckerei (Akzidenz-Druckerei);Druckerei und Buchhandel;Peterssteinweg;10;4107.0;885;0.0;Mitte;3.0;Zentrum-Süd;
970;1031;518.0;317036.873599999;5690074.2814;Paul Götze;Paul Götze, Inh.: Ferd. u. Moritz Dürll;885;120;;10;Peterssteinweg;;Alt-Leipzig;Formularverlag;Buchhandel und Verlagswesen;Peterssteinweg;10;4107.0;885;0.0;Mitte;3.0;Zentrum-Süd;
971;1032;519.0;317033.809;5690025.545;Sturm & Koppe (A. Dennhardt);Sturm & Koppe (A. Dennhardt), Inh.: Felix Dennhardt;885b;121B;;16;Peterssteinweg;;Alt-Leipzig;Buchdruckerei;Druckerei und Buchhandel;Peterssteinweg;0;4107.0;885b;0.0;Mitte;3.0;Zentrum-Süd;
972;1033;520.0;317034.76379999897;5690003.2891;Gustav Ullrich;Gustav Ullrich, Inh.: Geschw. Ullrich;886;122;;18;Peterssteinweg;;Alt-Leipzig;Buch- u. Steindruckerei;Druckerei und Buchhandel;Peterssteinweg;18;4107.0;886;0.0;Mitte;3.0;Zentrum-Süd;
973;624;522.0;316105.1398;5693163.56159999;Verlag & Expedition der Deutschen Schirmmacher-Zeitung (Wilhelm Meyer);Verlag & Expedition der Deutschen Schirmmacher-Zeitung, (Wilhelm Meyer);429h;405D2;;13;Pölitzstraße;;Gohlis;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Pölitzstraße;13;4155.0;429h;9.0;Nord;90.0;Gohlis-Süd;
974;1034;523.0;316445.55199999997;5691071.87319999;Max Hoffmann;Hoffmann, Max;3026h;1574A9;;1b;Poniatowskistraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Gottschedstraße;31;4109.0;3026h;0.0;Mitte;4.0;Zentrum-West;
975;1034;523.0;316445.55199999997;5691071.87319999;Max Hoffmann;Hoffmann, Max;3026h;1574A9;;1b;Poniatowskistraße;;Alt-Leipzig;Buchdruckerei;Druckerei und Buchhandel;Gottschedstraße;31;4109.0;3026h;0.0;Mitte;4.0;Zentrum-West;
976;1105;524.0;317735.402;5690859.895;B. G. Teubner;B. G. Teubner, Pers. haft. Ges.: Dr. Alfred Ackermann, Dr. Alfred Giesecke u. Bruno Konrad Giesecke;1575/1576/1577;1010/1012B;;3;Poststraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Georgiring;1;4103.0;1577/3;0.0;Mitte;1.0;Zentrum-Ost;
977;1105;524.0;317735.402;5690859.895;B. G. Teubner;B. G. Teubner, Pers. haft. Ges.: Dr. Alfred Ackermann, Dr. Alfred Giesecke u. Bruno Konrad Giesecke;1575/1576/1577;1010/1012B;;3;Poststraße;;Alt-Leipzig;Buchdruckerei;Druckerei und Buchhandel;Georgiring;1;4103.0;1577/3;0.0;Mitte;1.0;Zentrum-Ost;
978;1817;524.0;317735.402;5690859.895;Theodor Hofmann;Theodor Hofmann;1575/1576/1577;1010/1012B;;3;Poststraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Georgiring;1;4103.0;1577/3;0.0;Mitte;1.0;Zentrum-Ost;
979;113;525.0;317790.964;5690841.6389999995;F. D. Schröder;Schröder, F. D.;1574;1007;;7;Poststraße;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;--;0;4103.0;1574/3 und /4;0.0;Mitte;1.0;Zentrum-Ost;
980;1672;525.0;317790.964;5690841.6389999995;Graul & Pöhl;Graul & Pöhl, Inh. Wilhelm E. A. Graul;1574;1007;;7;Poststraße;;Alt-Leipzig;Papier-Engrosgeschäft;Papierhandlung/Papierherstellung;--;0;4103.0;1574/3 und /4;0.0;Mitte;1.0;Zentrum-Ost;
981;625;526.0;317825.268;5690808.074;Im. Tr. Wöller;Im. Tr. Wöller, Inh.: Paul Reißbrodt;1567a/1567b;1000;;14;Poststraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;--;0;4103.0;1568;0.0;Mitte;1.0;Zentrum-Ost;
982;626;526.0;317825.268;5690808.074;Otto Borggold;Otto Borggold, Verl. Buchhdlg., Inh.: Otto Borggold u. Heinr. Geidel;1567a/1567b;1000;;14;Poststraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;--;0;4103.0;1568;0.0;Mitte;1.0;Zentrum-Ost;
983;1035;526.0;317825.268;5690808.074;Robert Heinrich;Heinrich, Robert;1567a/1567b;1000;;14;Poststraße;;Alt-Leipzig;Buchdruckerei;Druckerei und Buchhandel;--;0;4103.0;1568;0.0;Mitte;1.0;Zentrum-Ost;
984;1036;526.0;317825.268;5690808.074;D. Weinberg;Weinberg, D.;1567a/1567b;1000;;14;Poststraße;;Alt-Leipzig;Buchdruckerei;Druckerei und Buchhandel;--;0;4103.0;1568;0.0;Mitte;1.0;Zentrum-Ost;
985;627;527.0;317084.6955;5692457.32239999;Ernst Finking d. J.;Ernst Finking d. J.;???;46G2;;9;Prendelstraße;;Alt-Leipzig;Reisebuchhandlung;Buchhandel und Verlagswesen;Karl-Rothe-Straße;9;4105.0;3544;0.0;Mitte;6.0;Zentrum-Nord;
986;628;528.0;316654.248499999;5691073.8351;"Buchhandlung der ""Kaufmännischen Sozial-Reform"" Otto Krüger";"Buchhandlung der ""Kaufmännischen Sozial-Reform"" Otto Krüger";3024;1504C;;10;Promenadenstraße;;Alt-Leipzig;Versandbuchhandlung;Buchhandel und Verlagswesen;Käthe-Kollwitz-Straße;10;4109.0;3024;0.0;Mitte;4.0;Zentrum-West;
987;1037;529.0;316541.137;5690943.937999999;Karl Thieme, Buch- und Akzidenzdruckerei;Karl Thieme, Buch- u. Akzidenzdruckerei, Inh.: Herm. Thiele;2333b;1505W;;22;Promenadenstraße;;Alt-Leipzig;Buchdruckerei;Druckerei und Buchhandel;Käthe-Kollwitz-Straße;0;4109.0;2333b;0.0;Mitte;4.0;Zentrum-West;
988;115;530.0;317874.63899999997;5690747.0879999995;Bernhard Krauel;Krauel, Bernhard;1551;983;;2;Querstraße;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Querstraße;0;4103.0;4592/5;0.0;Mitte;1.0;Zentrum-Ost;
989;633;530.0;317874.63899999997;5690747.0879999995;"Verlagsanstalt ""Humanität"" G.m.b.H. in Liqu.";"Verlagsanstalt ""Humanität"" G.m.b.H. in Liqu., Liquidator: Emil Schuster";1551;983;;2;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;0;4103.0;4592/5;0.0;Mitte;1.0;Zentrum-Ost;
990;1684;530.0;317874.63899999997;5690747.0879999995;Albert Kumbruch;Albert Kumbruch;1551;983;;2;Querstraße;;Alt-Leipzig;Papier-Engrosgeschäft;Papierhandlung/Papierherstellung;Querstraße;0;4103.0;4592/5;0.0;Mitte;1.0;Zentrum-Ost;
991;631;532.0;317888.92699999997;5690809.0;Volks- und Jugendschriften-Verlag G.m.b.H.;Volks- und Jugendschriften-Verlag G.m.b.H.;1626;1037;;6;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1626/7 und 1626/8;0.0;Mitte;1.0;Zentrum-Ost;
992;664;532.0;317888.92699999997;5690809.0;O. Gracklauer;O. Gracklauer, Inh.: Richard Goldacker;1626;1037;;6;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1626/7 und 1626/8;0.0;Mitte;1.0;Zentrum-Ost;
993;1042;532.0;317888.92699999997;5690809.0;Pohstsche Buchdruckerei;Pohstsche Buchdruckerei, Inh.: Carl Pohst;1626;1037;;6;Querstraße;;Alt-Leipzig;Buchdruckerei;Druckerei und Buchhandel;Querstraße;0;4103.0;1626/7 und 1626/8;0.0;Mitte;1.0;Zentrum-Ost;
994;1045;532.0;317888.92699999997;5690809.0;Urban & Co.;Urban & Co., Inh.: Rich. Urban;1626;1037;;6;Querstraße;;Alt-Leipzig;Buchdruckerei;Druckerei und Buchhandel;Querstraße;0;4103.0;1626/7 und 1626/8;0.0;Mitte;1.0;Zentrum-Ost;
995;1045;532.0;317888.92699999997;5690809.0;Urban & Co.;Urban & Co., Inh.: Rich. Urban;1626;1037;;6;Querstraße;;Alt-Leipzig;Verlag;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1626/7 und 1626/8;0.0;Mitte;1.0;Zentrum-Ost;
996;1045;532.0;317888.92699999997;5690809.0;Urban & Co.;Urban & Co., Inh.: Rich. Urban;1626;1037;;6;Querstraße;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Querstraße;0;4103.0;1626/7 und 1626/8;0.0;Mitte;1.0;Zentrum-Ost;
997;116;533.0;317887.339;5690839.957;Romberger & Koch (vorm. A. L. Knorr);Romberger & Koch (vorm. A. L. Knorr), inh.: Carl Romberger u. Curt Koch;1627a/1627b;1038;;8;Querstraße;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Querstraße;0;4103.0;1627/1 und 1627/2;0.0;Mitte;1.0;Zentrum-Ost;
998;1214;533.0;317887.339;5690839.957;H. Hurwitz Nachf.;H. Hurwitz Nachf., Gravieranstalt und Kautschukstempelfabrik;1627a/1627b;1038;;8;Querstraße;;Alt-Leipzig;Gravieranstalt;Zuliefer- und Hilfsgewerbe;Querstraße;0;4103.0;1627/1 und 1627/2;0.0;Mitte;1.0;Zentrum-Ost;
999;1624;533.0;317887.339;5690839.957;Fr. Portius;Fr. Portius, Inh.: Andreas Scherz;1627a/1627b;1038;;8;Querstraße;;Alt-Leipzig;Musikalien-Verlag;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1627/1 und 1627/2;0.0;Mitte;1.0;Zentrum-Ost;
1000;639;534.0;317882.577;5690797.094;Albin Stein;Albin Stein, Inh.: Wilhelm Schäfer;1626;1037;;4.6;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1626/7 und 1626/8;0.0;Mitte;1.0;Zentrum-Ost;
1001;658;534.0;317882.577;5690797.094;C. A. Koch's Verlagsbuchhandlung (H. Ehlers);C. A. Koch's Verlagsbuchhandlung (H. Ehlers), Inh. Heinr. Ehlers (Dresden);1626;1037;;4.6;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1626/7 und 1626/8;0.0;Mitte;1.0;Zentrum-Ost;
1002;663;534.0;317882.577;5690797.094;Rudolph Hartmann;Rudolph Hartmann, Inh.: Elisabeth Teichmann (Gera) u. Doris Willrath (Berlin);1626;1037;;4.6;Querstraße;;Alt-Leipzig;Kommissionsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1626/7 und 1626/8;0.0;Mitte;1.0;Zentrum-Ost;
1003;666;534.0;317882.577;5690797.094;Expedition d. Unterrichts-Werke nach der Methode Toussaint-Langenscheidt (Prof. G. Langenscheidt);Expedition d. Unterrichts-Werke nach der Methode Toussaint-Langenscheidt (Prof. G. Langenscheidt), Inh.: Carl Langenscheidt (Schönebrg b. berlin);1626;1037;;4.6;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1626/7 und 1626/8;0.0;Mitte;1.0;Zentrum-Ost;
1004;679;534.0;317882.577;5690797.094;Albert Platzek;Platzek, Albert;1626;1037;;4.6;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1626/7 und 1626/8;0.0;Mitte;1.0;Zentrum-Ost;
1005;1038;534.0;317882.577;5690797.094;Franz Bauer Nachf.;Bauer Nachf., Franz;1626;1037;;4.6;Querstraße;;Alt-Leipzig;Buchdruckerei;Druckerei und Buchhandel;Querstraße;0;4103.0;1626/7 und 1626/8;0.0;Mitte;1.0;Zentrum-Ost;
1006;1038;534.0;317882.577;5690797.094;Franz Bauer Nachf.;Franz Bauer Nachf., Inh.: Albert Geier;1626;1037;;4;Querstraße;;Alt-Leipzig;Buchdruckerei;Druckerei und Buchhandel;Querstraße;0;4103.0;1626/7 und 1626/8;0.0;Mitte;1.0;Zentrum-Ost;
1007;1044;534.0;317882.577;5690797.094;Wilhelm Schulze;Schulze, Wilhelm, Inh.: Erich Schulze;1626;1037;;4.6;Querstraße;;Alt-Leipzig;Buchdruckerei (Akzidenzdruckerei);Druckerei und Buchhandel;Querstraße;0;4103.0;1626/7 und 1626/8;0.0;Mitte;1.0;Zentrum-Ost;
1008;1171;534.0;317882.577;5690797.094;W. Grasmay Nachf.;Grasmay Nachf., W., Inh.: R. Altwein u. Th. Beyer;1626;1037;;4.6;Querstraße;;Alt-Leipzig;Galvanoplastische Anstalt;Graphische Anstalt;Querstraße;0;4103.0;1626/7 und 1626/8;0.0;Mitte;1.0;Zentrum-Ost;
1009;1422;534.0;317882.577;5690797.094;Bruno Grohmann;Grohmann, Bruno;1626;1037;;4.6;Querstraße;;Alt-Leipzig;Lithographisches Atelier;Graphische Anstalt;Querstraße;0;4103.0;1626/7 und 1626/8;0.0;Mitte;1.0;Zentrum-Ost;
1010;1442;534.0;317882.577;5690797.094;Richard Krieg;Krieg, Richard;1626;1037;;4.6;Querstraße;;Alt-Leipzig;Lithographische Anstalt;Graphische Anstalt;Querstraße;0;4103.0;1626/7 und 1626/8;0.0;Mitte;1.0;Zentrum-Ost;
1011;1629;534.0;317882.577;5690797.094;G. Ricordi & Co.;G. Ricordi & Co., Inh. T. Ricordi u. F. Gnechi (Mailand);1626;1037;;4.6;Querstraße;;Alt-Leipzig;Musikverlag;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1626/7 und 1626/8;0.0;Mitte;1.0;Zentrum-Ost;
1012;634;535.0;317872.361499999;5690877.7882;Verlag Ignatz Rippel;Verlag Ignatz Rippel, Zeitschriften- u. Buchverlag d. Textilbranche, Inh.: Ignatz Rippel (Wien);1620;1030;;13;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;13;4103.0;1620;0.0;Mitte;1.0;Zentrum-Ost;
1013;1039;535.0;317872.361499999;5690877.7882;Julius Brandstätter;Julius Brandstätter, Inh.: Georg Neumann;1620;1030;;13;Querstraße;;Alt-Leipzig;Buchdruckerei;Druckerei und Buchhandel;Querstraße;13;4103.0;1620;0.0;Mitte;1.0;Zentrum-Ost;
1014;1041;535.0;317872.361499999;5690877.7882;Richard Hahn (H. Otto);Richard Hahn, (H. Otto), Inh. Herm., Max u. Karl Otto;1620;1030;;13;Querstraße;;Alt-Leipzig;Buchdruckerei;Druckerei und Buchhandel;Querstraße;13;4103.0;1620;0.0;Mitte;1.0;Zentrum-Ost;
1015;1700;535.0;317872.361499999;5690877.7882;Wilh. Schurath, G.m.b.H.;Wilh. Schurath G.m.b.H.;1620;1030;;13;Querstraße;;Alt-Leipzig;Buchdruckerei;Druckerei und Buchhandel;Querstraße;13;4103.0;1620;0.0;Mitte;1.0;Zentrum-Ost;
1016;1700;535.0;317872.361499999;5690877.7882;Wilh. Schurath, G.m.b.H.;Wilh. Schurath G.m.b.H.;1620;1030;;13;Querstraße;;Alt-Leipzig;Papier-Engrosgeschäft;Papierhandlung/Papierherstellung;Querstraße;13;4103.0;1620;0.0;Mitte;1.0;Zentrum-Ost;
1017;635;536.0;317900.039;5690911.393999999;Turm-Verlag Markert & Co.;Turm-Verlag Markert & Co., Inh.: Johs. Curitz u. Ernst Markert;1630;1041;;14;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1630/3 und 1630/4;0.0;Mitte;1.0;Zentrum-Ost;
1018;668;536.0;317900.039;5690911.393999999;Dürr'sche Buchhandlung;Dürr'sche Buchhandlung, Inh.in: Else Dürr (Gaschwitz);1630;1041;;14;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1630/3 und 1630/4;0.0;Mitte;1.0;Zentrum-Ost;
1019;678;536.0;317900.039;5690911.393999999;Otto Harrassowitz;Otto Harrassowitz;1630;1041;;14;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1630/3 und 1630/4;0.0;Mitte;1.0;Zentrum-Ost;
1020;1138;536.0;317900.039;5690911.393999999;C. Grumbach;C. Grumbach, Inh.: Joh. Curitz u. Ernst Markert;1630;1041;;14;Querstraße;;Alt-Leipzig;Verlag;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1630/3 und 1630/4;0.0;Mitte;1.0;Zentrum-Ost;
1021;1138;536.0;317900.039;5690911.393999999;C. Grumbach;C. Grumbach, Inh.: Joh. Curitz u. Ernst Markert;1630;1041;;14;Querstraße;;Alt-Leipzig;Buchdruckerei;Druckerei und Buchhandel;Querstraße;0;4103.0;1630/3 und 1630/4;0.0;Mitte;1.0;Zentrum-Ost;
1022;632;537.0;317908.4164;5690954.09679999;"Verlagsanstalt ""Pallas"" Ed. Beyer";"Verlagsanstalt ""Pallas"" Ed. Beyer, Inh.: Ed. Beyer (Wien)";1631a/1631b/1633c;1042/1042B;;16;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;16;4103.0;1631/9, 1631/10, 1631/15;0.0;Mitte;1.0;Zentrum-Ost;
1023;649;537.0;317908.4164;5690954.09679999;Nils Pehrsson;Pehrsson, Nils;1631a/1631b/1633c;1042/1042B;;16;Querstraße;;Alt-Leipzig;Exportbuchhandlung;Buchhandel und Verlagswesen;Querstraße;16;4103.0;1631/9, 1631/10, 1631/15;0.0;Mitte;1.0;Zentrum-Ost;
1024;650;537.0;317908.4164;5690954.09679999;August Neumann's Verlag, Fr. Lucas;August Neimann's Verlag, Fr. Lucas, Inh.: Osc. Lucas (Hirschberg i. Schl.);1631a/1631b/1633c;1042/1042B;;16;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;16;4103.0;1631/9, 1631/10, 1631/15;0.0;Mitte;1.0;Zentrum-Ost;
1025;660;537.0;317908.4164;5690954.09679999;E. L. Kasprowicz;E. L. Kasprowicz, Slawische Buchhdlg;1631a/1631b/1633c;1042/1042B;;16;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;16;4103.0;1631/9, 1631/10, 1631/15;0.0;Mitte;1.0;Zentrum-Ost;
1026;672;537.0;317908.4164;5690954.09679999;F. A. Brockhaus' Sort. und Antiq.;F. A. Brockhaus' Sort. und Antiq., Inh.: Alb. u. Fritz Brockhaus;1631a/1631b/1633c;1042/1042B;;16;Querstraße;;Alt-Leipzig;Kommissionsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;16;4103.0;1631/9, 1631/10, 1631/15;0.0;Mitte;1.0;Zentrum-Ost;
1027;673;537.0;317908.4164;5690954.09679999;Brockhaus & Pehrsson;Brockhaus & Pehrsson, Inh.: Albert u. Fritz Brockhaus, Nils Pehrsson;1631a/1631b/1633c;1042/1042B;;16;Querstraße;;Alt-Leipzig;Kommissions-, Export- u. Importbuchhandlung;Buchhandel und Verlagswesen;Querstraße;16;4103.0;1631/9, 1631/10, 1631/15;0.0;Mitte;1.0;Zentrum-Ost;
1028;676;537.0;317908.4164;5690954.09679999;F. A. Brockhaus;F. A. Brockhaus, Inh.: Albert u. Fritz Brockhaus;1631a/1631b/1633c;1042/1042B;;16;Querstraße;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Querstraße;16;4103.0;1631/9, 1631/10, 1631/15;0.0;Mitte;1.0;Zentrum-Ost;
1029;676;537.0;317908.4164;5690954.09679999;F. A. Brockhaus;F. A. Brockhaus, Inh.: Albert u. Fritz Brockhaus;1631a/1631b/1633c;1042/1042B;;16;Querstraße;;Alt-Leipzig;Verlags- u. Kommissionsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;16;4103.0;1631/9, 1631/10, 1631/15;0.0;Mitte;1.0;Zentrum-Ost;
1030;676;537.0;317908.4164;5690954.09679999;F. A. Brockhaus;F. A. Brockhaus, Inh.: Albert u. Fritz Brockhaus;1631a/1631b/1633c;1042/1042B;;16;Querstraße;;Alt-Leipzig;Schriftgießerei, Sterotypie, Galvanoplastik;Satzherstellung;Querstraße;16;4103.0;1631/9, 1631/10, 1631/15;0.0;Mitte;1.0;Zentrum-Ost;
1031;676;537.0;317908.4164;5690954.09679999;F. A. Brockhaus;F. A. Brockhaus, Inh.: Albert u. Fritz Brockhaus;1631a/1631b/1633c;1042/1042B;;16;Querstraße;;Alt-Leipzig;Musikverlag;Buchhandel und Verlagswesen;Querstraße;16;4103.0;1631/9, 1631/10, 1631/15;0.0;Mitte;1.0;Zentrum-Ost;
1032;676;537.0;317908.4164;5690954.09679999;F. A. Brockhaus;F. A. Brockhaus, Inh.: Albert u. Fritz Brockhaus;1631a/1631b/1633c;1042/1042B;;16;Querstraße;;Alt-Leipzig;Gelatinier- und Prägeanstalt;Zuliefer- und Hilfsgewerbe;Querstraße;16;4103.0;1631/9, 1631/10, 1631/15;0.0;Mitte;1.0;Zentrum-Ost;
1033;676;537.0;317908.4164;5690954.09679999;F. A. Brockhaus;F. A. Brockhaus, Inh.: Albert u. Fritz Brockhaus;1631a/1631b/1633c;1042/1042B;;16;Querstraße;;Alt-Leipzig;Buch-, Stein-, Kupfer- u. Stahldruckerei;Druckerei und Buchhandel;Querstraße;16;4103.0;1631/9, 1631/10, 1631/15;0.0;Mitte;1.0;Zentrum-Ost;
1034;1125;537.0;317908.4164;5690954.09679999;J. Schroedter's Buchdruckerei G.m.b.H., Abt. A. Oehmigkes Verlag, Moritz Geißler Nachf.;J. Schroedter's Buchdruckerei G.m.b.H., Abt. A. Oehmigkes Verlag, Moritz Geißler Nachf.;1631a/1631b/1633c;1042/1042B;;16;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;16;4103.0;1631/9, 1631/10, 1631/15;0.0;Mitte;1.0;Zentrum-Ost;
